location,year,pathogen,antibiotic,n_tested,n_resistant
Myanmar,2019,E.coli,imipenem,1329,276
Myanmar,2019,E.coli,levofloxacin,1322,1091
Myanmar,2019,E.coli,meropenem,466,66
Myanmar,2019,E.coli,trimethoprim/sulfamethoxazole,1268,1004
Myanmar,2019,K.pneumoniae,cefepime,277,163
Myanmar,2019,K.pneumoniae,cefotaxime,22,20
Myanmar,2019,K.pneumoniae,ceftazidime,22,15
Myanmar,2019,K.pneumoniae,ceftriaxone,272,200
Myanmar,2019,K.pneumoniae,ciprofloxacin,119,84
Myanmar,2019,K.pneumoniae,ertapenem,257,80
Myanmar,2019,K.pneumoniae,imipenem,282,71
Myanmar,2019,K.pneumoniae,levofloxacin,281,197
Myanmar,2019,K.pneumoniae,meropenem,126,34
Myanmar,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,267,182
Mozambique,2019,Acinetobacter,amikacin,17,2
Mozambique,2019,Acinetobacter,gentamicin,17,12
Mozambique,2019,Acinetobacter,meropenem,17,0
Mozambique,2019,E.coli,ampicillin,26,23
Mozambique,2019,E.coli,ceftazidime,26,6
Mozambique,2019,E.coli,ceftriaxone,25,7
Mozambique,2019,E.coli,ciprofloxacin,25,5
Mozambique,2019,E.coli,meropenem,25,0
Mozambique,2019,E.coli,trimethoprim/sulfamethoxazole,26,24
Mozambique,2019,K.pneumoniae,ceftazidime,18,11
Mozambique,2019,K.pneumoniae,ceftriaxone,16,11
Mozambique,2019,K.pneumoniae,ciprofloxacin,18,2
Mozambique,2019,K.pneumoniae,meropenem,18,0
Mozambique,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,18,13
Mozambique,2019,Salmonella,ceftriaxone,10,1
Mozambique,2019,Salmonella,meropenem,12,0
Mozambique,2019,S.aureus,cefoxitin,29,3
Malaysia,2017,Acinetobacter,amikacin,2189,822
Malaysia,2017,Acinetobacter,colistin,132,0
Malaysia,2017,Acinetobacter,gentamicin,2135,880
Malaysia,2017,Acinetobacter,imipenem,2070,978
Malaysia,2017,Acinetobacter,meropenem,2144,1031
Malaysia,2017,Acinetobacter,tigecycline,296,30
Malaysia,2017,E.coli,ampicillin,6231,4380
Malaysia,2017,E.coli,cefepime,6070,991
Malaysia,2017,E.coli,cefotaxime,5939,1615
Malaysia,2017,E.coli,ceftazidime,6285,1153
Malaysia,2017,E.coli,ceftriaxone,2634,688
Malaysia,2017,E.coli,ciprofloxacin,6227,1499
Malaysia,2017,E.coli,colistin,208,2
Malaysia,2017,E.coli,doripenem,1134,13
Malaysia,2017,E.coli,ertapenem,5830,51
Malaysia,2017,E.coli,imipenem,5886,32
Malaysia,2017,E.coli,meropenem,6037,33
Malaysia,2017,E.coli,tinidazole,5939,1615
Malaysia,2017,E.coli,trimethoprim/sulfamethoxazole,5558,2408
Malaysia,2017,K.pneumoniae,cefepime,5581,1697
Malaysia,2017,K.pneumoniae,cefotaxime,5511,1990
Malaysia,2017,K.pneumoniae,ceftazidime,5748,1910
Malaysia,2017,K.pneumoniae,ceftriaxone,2531,900
Malaysia,2017,K.pneumoniae,ciprofloxacin,5725,1004
Malaysia,2017,K.pneumoniae,colistin,224,0
Malaysia,2017,K.pneumoniae,doripenem,919,52
Malaysia,2017,K.pneumoniae,ertapenem,5327,263
Malaysia,2017,K.pneumoniae,imipenem,5472,212
Malaysia,2017,K.pneumoniae,meropenem,5558,228
Malaysia,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,5186,1854
Malaysia,2017,Salmonella,cefotaxime,261,7
Malaysia,2017,Salmonella,ceftazidime,224,6
Malaysia,2017,Salmonella,ceftriaxone,935,20
Malaysia,2017,Salmonella,ciprofloxacin,914,28
Malaysia,2017,Salmonella,ertapenem,125,0
Malaysia,2017,Salmonella,imipenem,128,0
Malaysia,2017,Salmonella,meropenem,133,0
Malaysia,2017,S.aureus,meticillin,5600,1258
Malaysia,2017,S.pneumoniae,benzylpenicillin,559,88
Malaysia,2017,S.pneumoniae,cefotaxime,72,0
Malaysia,2017,S.pneumoniae,ceftriaxone,277,1
Malaysia,2017,S.pneumoniae,oxacillin,415,104
Malaysia,2017,S.pneumoniae,trimethoprim/sulfamethoxazole,636,188
Malaysia,2017,N.gonorrhoeae,ceftriaxone,207,12
Malaysia,2017,N.gonorrhoeae,ciprofloxacin,203,152
Malaysia,2017,N.gonorrhoeae,spectinomycin,19,0
Malaysia,2017,Salmonella,cefotaxime,349,17
Malaysia,2017,Salmonella,ceftazidime,271,13
Malaysia,2017,Salmonella,ceftriaxone,1859,63
Malaysia,2017,Salmonella,ciprofloxacin,1782,47
Malaysia,2017,Salmonella,ertapenem,88,0
Malaysia,2017,Salmonella,imipenem,117,0
Malaysia,2017,Salmonella,meropenem,118,0
Malaysia,2017,E.coli,ampicillin,12657,8246
Malaysia,2017,E.coli,cefepime,11743,1860
Malaysia,2017,E.coli,cefotaxime,12581,3227
Malaysia,2017,E.coli,ceftazidime,12978,2275
Malaysia,2017,E.coli,ceftriaxone,4571,950
Malaysia,2017,E.coli,ciprofloxacin,12934,3430
Malaysia,2017,E.coli,colistin,464,5
Malaysia,2017,E.coli,doripenem,1256,3
Malaysia,2017,E.coli,ertapenem,11854,97
Malaysia,2017,E.coli,imipenem,11991,63
Malaysia,2017,E.coli,meropenem,11996,79
Malaysia,2017,E.coli,trimethoprim/sulfamethoxazole,12886,5041
Malaysia,2017,K.pneumoniae,cefepime,4627,1362
Malaysia,2017,K.pneumoniae,cefotaxime,4845,1816
Malaysia,2017,K.pneumoniae,ceftazidime,5041,1696
Malaysia,2017,K.pneumoniae,ceftriaxone,2019,619
Malaysia,2017,K.pneumoniae,ciprofloxacin,5000,935
Malaysia,2017,K.pneumoniae,colistin,263,5
Malaysia,2017,K.pneumoniae,doripenem,282,22
Malaysia,2017,K.pneumoniae,ertapenem,4602,280
Malaysia,2017,K.pneumoniae,imipenem,4863,181
Malaysia,2017,K.pneumoniae,meropenem,4859,209
Malaysia,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,5087,1795
Malaysia,2018,Acinetobacter,amikacin,2134,829
Malaysia,2018,Acinetobacter,colistin,138,3
Malaysia,2018,Acinetobacter,gentamicin,2093,890
Malaysia,2018,Acinetobacter,imipenem,2085,1006
Malaysia,2018,Acinetobacter,meropenem,2089,1040
Malaysia,2018,Acinetobacter,tigecycline,327,32
Malaysia,2018,E.coli,ampicillin,6035,4219
Malaysia,2018,E.coli,cefepime,5917,1008
Malaysia,2018,E.coli,cefotaxime,5736,1565
Malaysia,2018,E.coli,ceftazidime,6066,1122
Malaysia,2018,E.coli,ceftriaxone,2482,634
Malaysia,2018,E.coli,ciprofloxacin,6004,1480
Malaysia,2018,E.coli,colistin,185,1
Malaysia,2018,E.coli,doripenem,1081,1
Malaysia,2018,E.coli,ertapenem,5698,37
Malaysia,2018,E.coli,imipenem,5931,28
Malaysia,2018,E.coli,meropenem,5890,29
Malaysia,2018,E.coli,tinidazole,5736,1565
Malaysia,2018,E.coli,trimethoprim/sulfamethoxazole,5370,2240
Malaysia,2018,K.pneumoniae,cefepime,5377,1632
Malaysia,2018,K.pneumoniae,cefotaxime,5264,1860
Malaysia,2018,K.pneumoniae,ceftazidime,5525,1826
Malaysia,2018,K.pneumoniae,ceftriaxone,2223,740
Malaysia,2018,K.pneumoniae,ciprofloxacin,5439,829
Malaysia,2018,K.pneumoniae,colistin,182,2
Malaysia,2018,K.pneumoniae,doripenem,703,30
Malaysia,2018,K.pneumoniae,ertapenem,5096,260
Malaysia,2018,K.pneumoniae,imipenem,5372,201
Malaysia,2018,K.pneumoniae,meropenem,5354,215
Malaysia,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,5135,1711
Malaysia,2018,Salmonella,cefotaxime,218,8
Malaysia,2018,Salmonella,ceftazidime,187,6
Malaysia,2018,Salmonella,ceftriaxone,890,12
Malaysia,2018,Salmonella,ciprofloxacin,837,30
Malaysia,2018,Salmonella,ertapenem,137,2
Malaysia,2018,Salmonella,imipenem,145,2
Malaysia,2018,Salmonella,meropenem,145,1
Malaysia,2018,S.aureus,meticillin,3460,798
Malaysia,2018,S.pneumoniae,benzylpenicillin,412,67
Malaysia,2018,S.pneumoniae,cefotaxime,55,0
Malaysia,2018,S.pneumoniae,ceftriaxone,174,1
Malaysia,2018,S.pneumoniae,oxacillin,317,86
Malaysia,2018,S.pneumoniae,trimethoprim/sulfamethoxazole,556,127
Malaysia,2018,N.gonorrhoeae,ceftriaxone,170,4
Malaysia,2018,N.gonorrhoeae,ciprofloxacin,165,106
Malaysia,2018,N.gonorrhoeae,spectinomycin,31,0
Malaysia,2018,Salmonella,cefotaxime,285,9
Malaysia,2018,Salmonella,ceftazidime,228,6
Malaysia,2018,Salmonella,ceftriaxone,1812,33
Malaysia,2018,Salmonella,ciprofloxacin,1641,43
Malaysia,2018,Salmonella,ertapenem,99,1
Malaysia,2018,Salmonella,imipenem,139,0
Malaysia,2018,Salmonella,meropenem,140,0
Malaysia,2018,E.coli,ampicillin,12123,7794
Malaysia,2018,E.coli,cefepime,11731,1744
Malaysia,2018,E.coli,cefotaxime,11970,2930
Malaysia,2018,E.coli,ceftazidime,12429,2095
Malaysia,2018,E.coli,ceftriaxone,4325,925
Malaysia,2018,E.coli,ciprofloxacin,12338,3103
Malaysia,2018,E.coli,colistin,667,6
Malaysia,2018,E.coli,doripenem,1205,17
Malaysia,2018,E.coli,ertapenem,11118,87
Malaysia,2018,E.coli,imipenem,12075,81
Malaysia,2018,E.coli,meropenem,11754,78
Malaysia,2018,E.coli,trimethoprim/sulfamethoxazole,12492,4632
Malaysia,2018,K.pneumoniae,cefepime,4926,1391
Malaysia,2018,K.pneumoniae,cefotaxime,4922,1769
Malaysia,2018,K.pneumoniae,ceftazidime,5242,1695
Malaysia,2018,K.pneumoniae,ceftriaxone,2002,640
Malaysia,2018,K.pneumoniae,ciprofloxacin,5226,882
Malaysia,2018,K.pneumoniae,colistin,310,7
Malaysia,2018,K.pneumoniae,doripenem,316,19
Malaysia,2018,K.pneumoniae,ertapenem,4692,248
Malaysia,2018,K.pneumoniae,imipenem,5153,172
Malaysia,2018,K.pneumoniae,meropenem,5017,203
Malaysia,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,5362,1866
Malaysia,2019,Acinetobacter,amikacin,1797,644
Malaysia,2019,Acinetobacter,colistin,69,0
Malaysia,2019,Acinetobacter,doripenem,96,52
Malaysia,2019,Acinetobacter,gentamicin,1818,737
Malaysia,2019,Acinetobacter,imipenem,1752,820
Malaysia,2019,Acinetobacter,meropenem,1697,803
Malaysia,2019,Acinetobacter,tigecycline,208,18
Malaysia,2019,E.coli,ampicillin,6251,4469
Malaysia,2019,E.coli,cefepime,6201,994
Malaysia,2019,E.coli,cefotaxime,6293,1707
Malaysia,2019,E.coli,ceftazidime,6259,1177
Malaysia,2019,E.coli,ceftriaxone,2215,580
Malaysia,2019,E.coli,ciprofloxacin,6299,1653
Malaysia,2019,E.coli,colistin,89,0
Malaysia,2019,E.coli,doripenem,1189,10
Malaysia,2019,E.coli,ertapenem,5885,73
Malaysia,2019,E.coli,imipenem,6332,64
Malaysia,2019,E.coli,meropenem,6220,61
Malaysia,2019,E.coli,tinidazole,6293,1707
Malaysia,2019,E.coli,trimethoprim/sulfamethoxazole,5652,2495
Malaysia,2019,K.pneumoniae,cefepime,5068,1401
Malaysia,2019,K.pneumoniae,cefotaxime,5093,1665
Malaysia,2019,K.pneumoniae,ceftazidime,5088,1585
Malaysia,2019,K.pneumoniae,ceftriaxone,1613,520
Malaysia,2019,K.pneumoniae,ciprofloxacin,5143,847
Malaysia,2019,K.pneumoniae,colistin,51,0
Malaysia,2019,K.pneumoniae,doripenem,583,28
Malaysia,2019,K.pneumoniae,ertapenem,4783,245
Malaysia,2019,K.pneumoniae,imipenem,5132,202
Malaysia,2019,K.pneumoniae,meropenem,5049,211
Malaysia,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,4785,1538
Malaysia,2019,Salmonella,cefotaxime,215,1
Malaysia,2019,Salmonella,ceftazidime,180,1
Malaysia,2019,Salmonella,ceftriaxone,985,7
Malaysia,2019,Salmonella,ciprofloxacin,998,17
Malaysia,2019,Salmonella,ertapenem,64,0
Malaysia,2019,Salmonella,imipenem,112,0
Malaysia,2019,Salmonella,meropenem,115,0
Malaysia,2019,S.aureus,cefoxitin,4491,877
Malaysia,2019,S.aureus,meticillin,4491,877
Malaysia,2019,S.aureus,oxacillin,4661,846
Malaysia,2019,S.pneumoniae,benzylpenicillin,518,71
Malaysia,2019,S.pneumoniae,cefotaxime,52,0
Malaysia,2019,S.pneumoniae,ceftriaxone,176,2
Malaysia,2019,S.pneumoniae,oxacillin,303,83
Malaysia,2019,S.pneumoniae,trimethoprim/sulfamethoxazole,600,126
Malaysia,2019,N.gonorrhoeae,ceftriaxone,138,9
Malaysia,2019,N.gonorrhoeae,ciprofloxacin,134,92
Malaysia,2019,N.gonorrhoeae,spectinomycin,19,0
Malaysia,2019,Salmonella,cefotaxime,369,11
Malaysia,2019,Salmonella,ceftazidime,272,6
Malaysia,2019,Salmonella,ceftriaxone,1981,43
Malaysia,2019,Salmonella,ciprofloxacin,1954,60
Malaysia,2019,Salmonella,ertapenem,141,1
Malaysia,2019,Salmonella,imipenem,208,0
Malaysia,2019,Salmonella,meropenem,208,0
Malaysia,2019,Shigella,ciprofloxacin,10,2
Malaysia,2019,E.coli,ampicillin,12235,7932
Malaysia,2019,E.coli,cefepime,11785,1734
Malaysia,2019,E.coli,cefotaxime,12209,3046
Malaysia,2019,E.coli,ceftazidime,12019,2019
Malaysia,2019,E.coli,ceftriaxone,3043,651
Malaysia,2019,E.coli,ciprofloxacin,12224,3311
Malaysia,2019,E.coli,colistin,260,0
Malaysia,2019,E.coli,doripenem,1230,9
Malaysia,2019,E.coli,ertapenem,11418,97
Malaysia,2019,E.coli,imipenem,11984,76
Malaysia,2019,E.coli,meropenem,11620,72
Malaysia,2019,E.coli,trimethoprim/sulfamethoxazole,11838,4350
Malaysia,2019,K.pneumoniae,cefepime,4656,1183
Malaysia,2019,K.pneumoniae,cefotaxime,4846,1639
Malaysia,2019,K.pneumoniae,ceftazidime,4727,1447
Malaysia,2019,K.pneumoniae,ceftriaxone,1319,390
Malaysia,2019,K.pneumoniae,ciprofloxacin,4898,849
Malaysia,2019,K.pneumoniae,colistin,176,3
Malaysia,2019,K.pneumoniae,doripenem,276,14
Malaysia,2019,K.pneumoniae,ertapenem,4499,203
Malaysia,2019,K.pneumoniae,imipenem,4799,153
Malaysia,2019,K.pneumoniae,meropenem,4636,160
Malaysia,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,4545,1478
Malaysia,2020,Acinetobacter,amikacin,1653,681
Malaysia,2020,Acinetobacter,colistin,41,0
Malaysia,2020,Acinetobacter,gentamicin,1600,744
Malaysia,2020,Acinetobacter,imipenem,1641,831
Malaysia,2020,Acinetobacter,meropenem,1609,826
Malaysia,2020,Acinetobacter,tigecycline,172,16
Malaysia,2020,E.coli,ampicillin,4742,3274
Malaysia,2020,E.coli,cefepime,4819,693
Malaysia,2020,E.coli,cefotaxime,4766,1229
Malaysia,2020,E.coli,ceftazidime,4932,862
Malaysia,2020,E.coli,ceftriaxone,1162,283
Malaysia,2020,E.coli,ciprofloxacin,5001,1264
Malaysia,2020,E.coli,colistin,40,0
Malaysia,2020,E.coli,doripenem,508,3
Malaysia,2020,E.coli,ertapenem,4811,45
Malaysia,2020,E.coli,imipenem,4919,38
Malaysia,2020,E.coli,meropenem,4850,38
Malaysia,2020,E.coli,tinidazole,4766,1229
Malaysia,2020,E.coli,trimethoprim/sulfamethoxazole,4541,1843
Malaysia,2020,K.pneumoniae,cefepime,4357,1168
Malaysia,2020,K.pneumoniae,cefotaxime,4320,1455
Malaysia,2020,K.pneumoniae,ceftazidime,4481,1410
Malaysia,2020,K.pneumoniae,ceftriaxone,1120,367
Malaysia,2020,K.pneumoniae,ciprofloxacin,4527,948
Malaysia,2020,K.pneumoniae,colistin,31,0
Malaysia,2020,K.pneumoniae,doripenem,409,21
Malaysia,2020,K.pneumoniae,ertapenem,4336,261
Malaysia,2020,K.pneumoniae,imipenem,4435,198
Malaysia,2020,K.pneumoniae,meropenem,4366,215
Malaysia,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,4007,1273
Malaysia,2020,Salmonella,cefotaxime,161,3
Malaysia,2020,Salmonella,ceftazidime,119,1
Malaysia,2020,Salmonella,ceftriaxone,673,6
Malaysia,2020,Salmonella,ciprofloxacin,691,9
Malaysia,2020,Salmonella,ertapenem,55,0
Malaysia,2020,Salmonella,imipenem,60,0
Malaysia,2020,Salmonella,meropenem,60,0
Malaysia,2020,S.aureus,meticillin,3523,603
Malaysia,2020,S.pneumoniae,benzylpenicillin,182,36
Malaysia,2020,S.pneumoniae,cefotaxime,11,0
Malaysia,2020,S.pneumoniae,ceftriaxone,60,2
Malaysia,2020,S.pneumoniae,oxacillin,122,40
Malaysia,2020,S.pneumoniae,trimethoprim/sulfamethoxazole,200,41
Malaysia,2020,N.gonorrhoeae,ceftriaxone,132,9
Malaysia,2020,N.gonorrhoeae,ciprofloxacin,131,83
Malaysia,2020,N.gonorrhoeae,spectinomycin,26,0
Malaysia,2020,Salmonella,cefotaxime,435,14
Malaysia,2020,Salmonella,ceftazidime,291,11
Malaysia,2020,Salmonella,ceftriaxone,1993,37
Malaysia,2020,Salmonella,ciprofloxacin,1992,44
Malaysia,2020,Salmonella,ertapenem,93,0
Malaysia,2020,Salmonella,imipenem,120,0
Malaysia,2020,Salmonella,meropenem,121,0
Malaysia,2020,E.coli,ampicillin,11191,7028
Malaysia,2020,E.coli,cefepime,10848,1587
Malaysia,2020,E.coli,cefotaxime,11008,2647
Malaysia,2020,E.coli,ceftazidime,11524,1809
Malaysia,2020,E.coli,ceftriaxone,2630,580
Malaysia,2020,E.coli,ciprofloxacin,11615,3189
Malaysia,2020,E.coli,colistin,135,0
Malaysia,2020,E.coli,doripenem,749,4
Malaysia,2020,E.coli,ertapenem,10983,66
Malaysia,2020,E.coli,imipenem,11290,55
Malaysia,2020,E.coli,meropenem,11055,54
Malaysia,2020,E.coli,trimethoprim/sulfamethoxazole,11254,3839
Malaysia,2020,K.pneumoniae,cefepime,4731,1236
Malaysia,2020,K.pneumoniae,cefotaxime,4717,1560
Malaysia,2020,K.pneumoniae,ceftazidime,5001,1494
Malaysia,2020,K.pneumoniae,ceftriaxone,1198,335
Malaysia,2020,K.pneumoniae,ciprofloxacin,5021,986
Malaysia,2020,K.pneumoniae,colistin,66,2
Malaysia,2020,K.pneumoniae,doripenem,254,11
Malaysia,2020,K.pneumoniae,ertapenem,4800,243
Malaysia,2020,K.pneumoniae,imipenem,4899,197
Malaysia,2020,K.pneumoniae,meropenem,4835,205
Malaysia,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,4793,1538
Netherlands,2017,E.coli,tinidazole,6684,412
Netherlands,2017,S.aureus,meticillin,2694,41
Netherlands,2018,E.coli,tinidazole,7011,511
Netherlands,2018,S.aureus,meticillin,3050,36
Netherlands,2019,Acinetobacter,amikacin,23,1
Netherlands,2019,Acinetobacter,gentamicin,110,4
Netherlands,2019,Acinetobacter,imipenem,84,1
Netherlands,2019,Acinetobacter,meropenem,121,1
Netherlands,2019,E.coli,ampicillin,5636,2523
Netherlands,2019,E.coli,cefepime,899,62
Netherlands,2019,E.coli,cefotaxime,6734,486
Netherlands,2019,E.coli,ceftazidime,7188,468
Netherlands,2019,E.coli,ceftriaxone,3349,219
Netherlands,2019,E.coli,ciprofloxacin,7296,1059
Netherlands,2019,E.coli,ertapenem,889,4
Netherlands,2019,E.coli,imipenem,7110,0
Netherlands,2019,E.coli,levofloxacin,1119,204
Netherlands,2019,E.coli,meropenem,7299,0
Netherlands,2019,E.coli,tinidazole,6734,486
Netherlands,2019,K.pneumoniae,cefepime,198,25
Netherlands,2019,K.pneumoniae,cefotaxime,1298,120
Netherlands,2019,K.pneumoniae,ceftazidime,1400,122
Netherlands,2019,K.pneumoniae,ceftriaxone,645,57
Netherlands,2019,K.pneumoniae,ciprofloxacin,1431,157
Netherlands,2019,K.pneumoniae,ertapenem,198,2
Netherlands,2019,K.pneumoniae,imipenem,1403,3
Netherlands,2019,K.pneumoniae,levofloxacin,243,36
Netherlands,2019,K.pneumoniae,meropenem,1433,2
Netherlands,2019,S.aureus,cefoxitin,1579,26
Netherlands,2019,S.aureus,meticillin,1579,26
Netherlands,2019,S.aureus,oxacillin,2627,42
Netherlands,2019,S.pneumoniae,benzylpenicillin,1256,2
Netherlands,2019,S.pneumoniae,cefotaxime,619,0
Netherlands,2019,S.pneumoniae,ceftriaxone,935,0
Netherlands,2019,S.pneumoniae,oxacillin,685,29
Netherlands,2020,E.coli,tinidazole,6793,445
Netherlands,2020,S.aureus,meticillin,2796,43
Norway,2017,E.coli,tinidazole,3734,219
Norway,2017,S.aureus,meticillin,1462,15
Norway,2017,N.gonorrhoeae,azithromycin,374,27
Norway,2017,N.gonorrhoeae,cefixime,374,2
Norway,2017,N.gonorrhoeae,ceftriaxone,374,0
Norway,2017,N.gonorrhoeae,ciprofloxacin,374,166
Norway,2017,E.coli,cefotaxime,1510,50
Norway,2017,E.coli,ceftazidime,1510,38
Norway,2017,E.coli,ciprofloxacin,1510,154
Norway,2017,E.coli,meropenem,1510,0
Norway,2017,E.coli,trimethoprim/sulfamethoxazole,1510,0
Norway,2017,K.pneumoniae,cefotaxime,740,34
Norway,2017,K.pneumoniae,ceftazidime,740,33
Norway,2017,K.pneumoniae,ciprofloxacin,740,67
Norway,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,740,0
Norway,2018,E.coli,tinidazole,3879,262
Norway,2018,S.aureus,meticillin,1547,14
Norway,2018,N.gonorrhoeae,azithromycin,226,30
Norway,2018,N.gonorrhoeae,cefixime,226,0
Norway,2018,N.gonorrhoeae,ceftriaxone,226,0
Norway,2018,N.gonorrhoeae,ciprofloxacin,226,141
Norway,2018,E.coli,cefotaxime,1423,49
Norway,2018,E.coli,ceftazidime,1423,39
Norway,2018,E.coli,ciprofloxacin,1423,141
Norway,2018,E.coli,meropenem,1423,0
Norway,2018,E.coli,trimethoprim/sulfamethoxazole,1423,278
Norway,2018,K.pneumoniae,cefotaxime,694,37
Norway,2018,K.pneumoniae,ceftazidime,694,39
Norway,2018,K.pneumoniae,ciprofloxacin,694,70
Norway,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,694,0
Norway,2019,Acinetobacter,gentamicin,21,1
Norway,2019,Acinetobacter,meropenem,22,0
Norway,2019,E.coli,ampicillin,4072,1668
Norway,2019,E.coli,cefepime,620,12
Norway,2019,E.coli,cefotaxime,3675,203
Norway,2019,E.coli,ceftazidime,3665,175
Norway,2019,E.coli,ceftriaxone,281,8
Norway,2019,E.coli,ciprofloxacin,4068,458
Norway,2019,E.coli,ertapenem,531,1
Norway,2019,E.coli,imipenem,899,0
Norway,2019,E.coli,meropenem,3933,2
Norway,2019,E.coli,tinidazole,3675,203
Norway,2019,K.pneumoniae,cefepime,137,7
Norway,2019,K.pneumoniae,cefotaxime,751,54
Norway,2019,K.pneumoniae,ceftazidime,749,52
Norway,2019,K.pneumoniae,ceftriaxone,48,1
Norway,2019,K.pneumoniae,ciprofloxacin,832,73
Norway,2019,K.pneumoniae,ertapenem,96,3
Norway,2019,K.pneumoniae,imipenem,174,0
Norway,2019,K.pneumoniae,meropenem,807,2
Norway,2019,Salmonella,cefotaxime,62,1
Norway,2019,Salmonella,ceftazidime,62,0
Norway,2019,Salmonella,ciprofloxacin,62,16
Norway,2019,Salmonella,meropenem,62,0
Norway,2019,S.aureus,cefoxitin,787,10
Norway,2019,S.aureus,meticillin,787,10
Norway,2019,S.aureus,oxacillin,1106,11
Norway,2019,S.pneumoniae,benzylpenicillin,504,8
Norway,2019,S.pneumoniae,cefotaxime,413,2
Norway,2019,S.pneumoniae,ceftriaxone,19,1
Norway,2019,S.pneumoniae,oxacillin,224,13
Norway,2019,N.gonorrhoeae,azithromycin,325,72
Norway,2019,N.gonorrhoeae,cefixime,325,4
Norway,2019,N.gonorrhoeae,ceftriaxone,325,0
Norway,2019,N.gonorrhoeae,ciprofloxacin,325,178
Norway,2019,Salmonella,cefotaxime,330,8
Norway,2019,Salmonella,ceftazidime,330,6
Norway,2019,Salmonella,ciprofloxacin,330,57
Norway,2019,Salmonella,meropenem,330,0
Norway,2019,Shigella,cefotaxime,108,13
Norway,2019,Shigella,ceftazidime,108,2
Norway,2019,Shigella,ciprofloxacin,108,21
Norway,2019,E.coli,cefotaxime,1501,46
Norway,2019,E.coli,ceftazidime,1501,35
Norway,2019,E.coli,ciprofloxacin,1501,139
Norway,2019,E.coli,meropenem,1501,0
Norway,2019,E.coli,trimethoprim/sulfamethoxazole,1501,307
Norway,2019,K.pneumoniae,cefotaxime,686,29
Norway,2019,K.pneumoniae,ceftazidime,686,29
Norway,2019,K.pneumoniae,ciprofloxacin,686,70
Norway,2019,K.pneumoniae,meropenem,686,0
Norway,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,686,0
Norway,2020,E.coli,tinidazole,3377,180
Norway,2020,S.aureus,meticillin,995,20
Norway,2020,N.gonorrhoeae,azithromycin,475,42
Norway,2020,N.gonorrhoeae,cefixime,475,10
Norway,2020,N.gonorrhoeae,ceftriaxone,475,0
Norway,2020,N.gonorrhoeae,ciprofloxacin,475,244
Norway,2020,E.coli,cefotaxime,2520,88
Norway,2020,E.coli,ceftazidime,2520,65
Norway,2020,E.coli,ciprofloxacin,2520,203
Norway,2020,E.coli,meropenem,2520,0
Norway,2020,E.coli,trimethoprim/sulfamethoxazole,2520,536
Norway,2020,K.pneumoniae,cefotaxime,699,41
Norway,2020,K.pneumoniae,ceftazidime,699,40
Norway,2020,K.pneumoniae,ciprofloxacin,699,54
Norway,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,699,98
Nepal,2017,Salmonella,ceftriaxone,90,0
Nepal,2017,Salmonella,ciprofloxacin,91,56
Nepal,2017,E.coli,ampicillin,239,239
Nepal,2017,E.coli,cefotaxime,218,216
Nepal,2017,E.coli,ceftazidime,222,222
Nepal,2017,E.coli,ceftriaxone,238,237
Nepal,2017,E.coli,ciprofloxacin,239,178
Nepal,2017,E.coli,imipenem,192,0
Nepal,2017,E.coli,levofloxacin,236,164
Nepal,2017,E.coli,meropenem,155,0
Nepal,2017,K.pneumoniae,cefotaxime,50,48
Nepal,2017,K.pneumoniae,ceftazidime,30,29
Nepal,2017,K.pneumoniae,ceftriaxone,35,34
Nepal,2017,K.pneumoniae,ciprofloxacin,54,42
Nepal,2017,K.pneumoniae,imipenem,44,8
Nepal,2017,K.pneumoniae,levofloxacin,52,36
Nepal,2017,K.pneumoniae,meropenem,40,8
Nepal,2018,Salmonella,ceftriaxone,426,6
Nepal,2018,Salmonella,ciprofloxacin,451,182
Nepal,2018,E.coli,ampicillin,2006,1493
Nepal,2018,E.coli,cefotaxime,1110,537
Nepal,2018,E.coli,ceftazidime,522,440
Nepal,2018,E.coli,ceftriaxone,2479,1383
Nepal,2018,E.coli,ciprofloxacin,2447,1159
Nepal,2018,E.coli,imipenem,568,130
Nepal,2018,E.coli,levofloxacin,1074,517
Nepal,2018,E.coli,meropenem,1242,134
Nepal,2018,K.pneumoniae,cefotaxime,171,90
Nepal,2018,K.pneumoniae,ceftazidime,138,114
Nepal,2018,K.pneumoniae,ceftriaxone,319,175
